severity,weather,road,light,lat,lon,highway,speed
property damage only,clear,dry,daylight,44.65769027211528,-63.4899273344907,tertiary,60
property damage only,clear,dry,daylight,44.64876233411007,-63.60235556216364,tertiary,50
property damage only,clear,dry,daylight,44.63348149484672,-63.682987997849885,residential,40
property damage only,clear,dry,dark,44.70153352988845,-63.86463044615173,primary,70
property damage only,clear,dry,daylight,44.67196269091309,-63.570601394392625,residential,40
property damage only,clear,dry,daylight,44.7243445831925,-63.736334068142405,tertiary,50
property damage only,clear,dry,daylight,44.80512928847333,-63.60480252838692,residential,40
non-fatal injury,clear,dry,dark,44.662627528220696,-63.654456503420406,secondary,60
non-fatal injury,clear,dry,daylight,44.71034085709372,-63.46739481998488,tertiary,50
property damage only,clear,dry,daylight,44.716737614146325,-63.741893955474744,residential,40
property damage only,clear,dry,daylight,44.66009296772925,-63.61982908419302,primary,50
non-fatal injury,clear,dry,daylight,44.66492128298658,-63.60754347975354,residential,40
property damage only,rain,wet,daylight,44.68161756088305,-63.66778056905928,secondary,50
property damage only,clear,dry,daylight,44.65624740725178,-63.592986139870376,primary,60
property damage only,overcast,wet,daylight,44.63957062796031,-63.62582682153091,residential,40
property damage only,overcast,wet,daylight,44.63963487685723,-63.58307007239575,residential,40
property damage only,rain,wet,daylight,44.76505817068638,-63.677333906310935,primary,50
property damage only,rain,wet,daylight,44.63857726980185,-63.619789105853734,secondary,50
property damage only,rain,wet,daylight,44.68100766015827,-63.495940734177125,residential,40
non-fatal injury,rain,wet,daylight,44.63167569999393,-63.57794742547579,residential,40
non-fatal injury,rain,wet,dark,44.77631909722976,-63.677490817847634,secondary,60
property damage only,overcast,dry,daylight,44.659139951557385,-63.604481131656286,residential,40
property damage only,clear,dry,daylight,44.75287596006524,-63.64344699247595,residential,40
property damage only,rain,wet,daylight,44.636221358645386,-63.668772698418856,residential,40
property damage only,rain,wet,daylight,44.67902928108967,-63.52565101476599,tertiary,50
property damage only,clear,dry,daylight,44.70799245222497,-63.58793444814258,secondary,50
property damage only,clear,dry,daylight,44.68826603874901,-63.65922512326048,primary,50
non-fatal injury,rain,wet,dark,44.54857579314896,-63.72003951698424,residential,40
non-fatal injury,rain,wet,dark,44.76438712609471,-63.637522023636464,residential,50
property damage only,overcast,dry,daylight,44.65271551716909,-63.64977949628353,tertiary,50
non-fatal injury,clear,dry,daylight,44.662959657728415,-63.654624224111906,secondary,60
property damage only,overcast,dry,daylight,44.701675131020416,-63.84693574420238,primary,70
property damage only,rain,wet,dusk,44.6963328019414,-63.688118659761,highway,100
property damage only,overcast,dry,daylight,44.67536850297639,-63.647698485872546,primary,50
property damage only,overcast,dry,daylight,44.70799245222497,-63.58793444814258,secondary,50
property damage only,overcast,dry,daylight,44.81836936379495,-63.61029102419737,residential,40
property damage only,rain,wet,dusk,44.71144514083,-63.70040477798248,residential,40
property damage only,rain,wet,dark,44.64326801995018,-63.56956344957694,residential,40
property damage only,clear,dry,dark,44.71337930573466,-63.545518152470805,secondary,50
property damage only,overcast,dry,daylight,44.960964856172104,-63.49234933952225,residential,40
property damage only,clear,dry,daylight,44.68156365517532,-63.54576208702476,primary,50
property damage only,clear,dry,daylight,44.70035628937151,-63.66697353276156,residential,40
property damage only,clear,dry,daylight,44.61257175029411,-63.61762195778302,secondary,50
property damage only,clear,dry,daylight,44.67221175314881,-63.53399174651305,residential,40
property damage only,clear,dry,daylight,44.73315214422342,-63.67154335128146,highway,100
property damage only,clear,dry,dark,44.64910456735803,-63.73599939787196,residential,40
property damage only,clear,dry,daylight,44.698378978155105,-63.60496498822515,residential,40
property damage only,overcast,dry,daylight,44.649504350218294,-63.54609191664818,residential,40
non-fatal injury,clear,dry,daylight,44.67053849320548,-63.53180646498428,residential,40
property damage only,clear,dry,daylight,44.48614998569483,-63.61219923463179,secondary,50
property damage only,clear,dry,daylight,44.65615609112872,-63.59496539918773,residential,40
property damage only,clear,dry,daylight,44.66265871524354,-63.63619166159327,residential,40
non-fatal injury,clear,dry,daylight,44.649289647900915,-63.57336790120755,tertiary,50
property damage only,clear,dry,daylight,44.70175140001298,-63.600506472909096,secondary,50
property damage only,clear,dry,daylight,44.61533306794925,-63.62139456551272,secondary,50
property damage only,overcast,dry,daylight,44.75550384959726,-63.645181781135285,highway,100
property damage only,clear,dry,daylight,44.68530417682429,-63.84876667027682,primary,70
property damage only,clear,dry,daylight,44.641852412226825,-63.620113995671296,primary,30
property damage only,clear,dry,daylight,44.65461199289033,-63.611194304287075,residential,40
property damage only,rain,wet,dark,44.90982030925098,-63.53526251013584,residential,40
non-fatal injury,clear,dry,daylight,44.77960901290625,-63.68435463360837,secondary,60
property damage only,clear,dry,daylight,44.659192962255545,-63.602968082476714,secondary,50
property damage only,clear,dry,dark,44.62701746010102,-63.62813755431437,tertiary,50
property damage only,clear,dry,dusk,44.76040981046987,-63.563586827020266,highway,100
non-fatal injury,clear,dry,daylight,44.66212559859946,-63.55361478771048,secondary,50
property damage only,clear,dry,daylight,44.65220416975107,-63.5983806303671,primary,60
property damage only,overcast,dry,daylight,44.724161597737634,-63.69069617560332,secondary,50
property damage only,clear,dry,dusk,44.65197299549961,-63.61478616325228,primary,60
non-fatal injury,clear,dry,dark,44.64677102206677,-63.57653358135132,tertiary,50
property damage only,clear,dry,daylight,44.81952079842678,-63.779131886035486,highway,110
property damage only,clear,dry,dawn,44.72664145653229,-63.6437495942957,primary,50
property damage only,overcast,dry,daylight,44.65897945150723,-63.58867501527515,primary,60
property damage only,clear,dry,daylight,44.61533306794925,-63.62139456551272,secondary,50
non-fatal injury,clear,dry,daylight,44.85466092511272,-63.556696668844474,highway,110
property damage only,clear,dry,daylight,44.67026749633482,-63.5377712304557,secondary,50
property damage only,clear,dry,daylight,44.67845853652444,-63.53992888088344,highway,80
property damage only,clear,dry,dark,44.66563693484995,-63.56638908726873,tertiary,40
property damage only,clear,dry,dark,44.66973335212485,-63.60664757724865,residential,40
property damage only,clear,dry,dusk,44.64198512082198,-63.575855699606805,tertiary,50
property damage only,clear,dry,daylight,44.65625806422934,-63.62967658292588,secondary,50
non-fatal injury,overcast,dry,daylight,45.09692043284389,-63.04244918680854,residential,40
property damage only,clear,dry,daylight,44.671490550223126,-63.57140418572299,secondary,30
non-fatal injury,clear,dry,daylight,44.632592116485384,-63.66125472831372,primary,70
property damage only,clear,dry,dawn,44.75974123197893,-63.65983521844492,secondary,50
property damage only,clear,dry,dark,44.794649895299656,-63.719805811813174,primary,60
property damage only,clear,dry,daylight,45.161045668890274,-62.559865695516145,residential,40
property damage only,clear,dry,daylight,44.666577744159454,-63.5394149003595,residential,40
property damage only,clear,dry,daylight,44.63629387316289,-63.585041344738464,secondary,50
property damage only,clear,dry,daylight,44.733882560003394,-63.7908632186626,residential,40
property damage only,clear,dry,daylight,44.65824912187248,-63.59755988135364,tertiary,50
property damage only,clear,dry,daylight,44.698378978155105,-63.60496498822515,residential,40
property damage only,clear,dry,daylight,44.65271551716909,-63.64977949628353,tertiary,50
property damage only,clear,dry,daylight,44.64489264063895,-63.61893580231278,residential,40
property damage only,clear,dry,daylight,44.67155769366218,-63.57595922722492,residential,40
property damage only,clear,dry,dark,44.8077955590056,-63.60108726953222,highway,100
property damage only,clear,dry,daylight,44.66216410305324,-63.48368324958347,tertiary,50
property damage only,clear,dry,daylight,44.649617293276286,-63.483061898520425,residential,40
property damage only,clear,dry,daylight,44.72348433337016,-63.640065291248774,primary,90
property damage only,clear,dry,daylight,44.65734231807466,-63.598811860947926,tertiary,50
property damage only,clear,dry,daylight,44.61941405982793,-63.62087088057213,secondary,50
property damage only,clear,dry,daylight,44.64920188563288,-63.580050955744426,tertiary,50
property damage only,clear,dry,daylight,44.633361755531,-63.683440471782795,residential,40
property damage only,clear,dry,dark,44.73331127588755,-63.80817037972324,secondary,70
property damage only,clear,dry,daylight,44.62701746010102,-63.62813755431437,tertiary,50
property damage only,clear,dry,daylight,44.68190576629549,-63.54951292284575,secondary,50
non-fatal injury,clear,dry,daylight,44.745918834124105,-63.635108361020286,secondary,50
property damage only,clear,dry,daylight,44.65271551716909,-63.64977949628353,tertiary,50
property damage only,clear,dry,daylight,44.61903145053864,-63.62169870886427,secondary,50
property damage only,clear,dry,daylight,44.65019186761535,-63.57833306364678,residential,40
property damage only,clear,dry,daylight,44.64493780613073,-63.66068879455941,highway,100
property damage only,clear,dry,daylight,44.75586333268499,-63.66258327520194,residential,40
non-fatal injury,clear,dry,daylight,44.65278967069862,-63.62190792820193,residential,50
property damage only,clear,dry,daylight,44.687029884409235,-63.48343583897113,residential,50
non-fatal injury,clear,dry,daylight,44.6364926928018,-63.58489204154041,secondary,50
property damage only,clear,dry,daylight,44.64170018672469,-63.580568849983464,residential,40
property damage only,clear,dry,dawn,44.64474396788712,-63.64419245301174,secondary,60
non-fatal injury,clear,dry,daylight,44.81807183356036,-63.61205859517089,primary,60
non-fatal injury,clear,dry,daylight,44.66532950917711,-63.49706850379485,residential,40
property damage only,clear,dry,daylight,44.68089516823333,-63.50108793657314,residential,50
non-fatal injury,clear,dry,daylight,44.70341973618887,-63.61183386859524,primary,60
non-fatal injury,overcast,dry,daylight,44.71591070760914,-63.68098989796254,residential,50
non-fatal injury,clear,dry,dawn,44.69181880488741,-63.50433722491259,primary,60
property damage only,clear,dry,daylight,44.65833146051965,-63.67336573054935,secondary,50
non-fatal injury,rain,wet,dark,44.91068351995847,-63.53547321389439,residential,40
property damage only,clear,dry,dark,44.775967611525004,-63.023482773334365,residential,40
property damage only,clear,dry,daylight,44.666215437384345,-63.5820371433503,primary,50
property damage only,clear,dry,daylight,44.71414423075845,-63.59081216820332,secondary,70
property damage only,clear,dry,daylight,44.65928930174853,-63.60177081233742,secondary,50
non-fatal injury,clear,dry,daylight,44.77536345693507,-63.69569186119263,residential,40
property damage only,clear,dry,daylight,44.69818197891816,-63.48600249867864,primary,60
property damage only,clear,dry,dusk,44.691526537106995,-63.59671565992795,primary,60
property damage only,clear,dry,daylight,44.70341973618887,-63.61183386859524,primary,60
property damage only,clear,dry,dark,44.87872512118314,-63.525997334158966,residential,40
non-fatal injury,clear,dry,daylight,44.67957361020583,-63.53636841179219,residential,40
property damage only,clear,dry,daylight,44.64588298797356,-63.598656122546736,residential,40
property damage only,overcast,dry,daylight,44.68300750818192,-63.67635187826347,tertiary,50
non-fatal injury,clear,dry,daylight,44.64005705561756,-63.586768792455054,residential,40
property damage only,clear,dry,daylight,44.65964893122883,-63.60356563966923,residential,40
property damage only,clear,dry,dark,44.83032773281284,-63.59427503797452,highway,110
property damage only,clear,dry,daylight,44.63629387316289,-63.585041344738464,secondary,50
property damage only,clear,dry,daylight,44.65994647358754,-63.48013303162722,tertiary,50
non-fatal injury,clear,dry,daylight,44.64723107961473,-63.59044778587112,primary,50
property damage only,clear,dry,daylight,44.65596126521039,-63.59434538795698,tertiary,50
property damage only,overcast,dry,daylight,44.68806370281379,-63.59439595774859,primary,60
property damage only,clear,dry,daylight,44.71086233932207,-63.697077492356506,highway,100
non-fatal injury,clear,dry,daylight,44.70700753828127,-63.60415857381188,residential,40
property damage only,clear,dry,daylight,44.65571598490997,-63.59130325073483,residential,40
non-fatal injury,clear,dry,daylight,44.651357286683805,-63.61377072774939,residential,40
property damage only,clear,dry,daylight,44.70783707200943,-63.58312317144159,residential,40
property damage only,clear,dry,daylight,44.65791316437288,-63.53070722924938,residential,40
property damage only,clear,dry,daylight,44.92965733139141,-63.539831373980824,residential,40
property damage only,clear,dry,dark,44.787210874992375,-63.58129239890632,highway,100
property damage only,clear,dry,daylight,44.61705115016688,-63.66480916479463,residential,40
property damage only,overcast,dry,dusk,44.654251878608115,-63.602727693947905,tertiary,50
property damage only,clear,dry,dark,44.68447820218216,-63.52901903860494,primary,50
property damage only,clear,dry,daylight,44.65270278229777,-63.650435174159846,residential,40
non-fatal injury,clear,dry,daylight,44.64342954743627,-63.571469127653366,residential,40
non-fatal injury,clear,dry,daylight,44.69999202626085,-63.682911172524115,residential,40
property damage only,clear,dry,daylight,44.641852412226825,-63.620113995671296,primary,30
non-fatal injury,overcast,wet,dawn,44.6725638465281,-63.605945364116145,primary,50
property damage only,rain,wet,daylight,44.78271346219881,-63.72682446080786,secondary,30
non-fatal injury,overcast,wet,daylight,44.869498176751605,-63.53754707873889,residential,40
property damage only,rain,wet,daylight,44.6841065789859,-63.53150154831076,residential,40
property damage only,overcast,dry,daylight,44.64523887361392,-63.5978802688144,residential,40
property damage only,clear,dry,daylight,44.639931661943415,-63.58488876383296,residential,40
property damage only,rain,wet,daylight,44.61099624884371,-63.49365576189861,tertiary,50
property damage only,rain,wet,daylight,44.70153352988845,-63.86463044615173,primary,70
property damage only,clear,dry,daylight,44.65398025435688,-63.5476221612797,residential,40
property damage only,clear,dry,daylight,44.68287288172988,-63.58322600348141,residential,20
non-fatal injury,overcast,dry,dark,44.646785707534626,-63.586029542160006,tertiary,50
property damage only,rain,wet,daylight,44.64754597457217,-63.572808458302255,tertiary,50
property damage only,clear,dry,daylight,44.66834238288292,-63.559956390993314,secondary,50
non-fatal injury,rain,wet,daylight,44.787210874992375,-63.58129239890632,highway,100
property damage only,overcast,dry,daylight,44.811615506187614,-63.17784800936755,residential,40
non-fatal injury,overcast,dry,daylight,44.63104217722216,-63.63292128452134,secondary,50
property damage only,clear,dry,daylight,44.64453302001209,-63.600294168430146,secondary,50
non-fatal injury,fog,wet,dark,44.69721813298227,-63.6846077236068,residential,40
property damage only,clear,dry,daylight,44.799833036595096,-63.73707865433066,primary,70
non-fatal injury,overcast,dry,daylight,44.64444277832541,-63.540874271164434,secondary,50
property damage only,fog,wet,dark,44.73650345805629,-63.549878209362625,secondary,50
property damage only,overcast,wet,daylight,44.66245815572738,-63.62358804178697,primary,50
property damage only,clear,dry,daylight,44.6443938737295,-63.59764460700027,residential,40
non-fatal injury,overcast,dry,daylight,44.64037167295076,-63.58686022833707,secondary,50
non-fatal injury,clear,dry,daylight,45.03518291680268,-63.330772842116104,residential,40
property damage only,overcast,dry,daylight,44.64651797906524,-63.71375945404154,residential,40
property damage only,clear,dry,daylight,44.69678398046536,-63.668232535705805,tertiary,50
property damage only,clear,dry,daylight,44.65534468616926,-63.582975227824754,primary,50
property damage only,clear,dry,dark,44.72870201124785,-63.463880420728195,tertiary,50
property damage only,clear,dry,daylight,44.630031734072766,-63.62842220572681,residential,50
property damage only,clear,dry,daylight,44.65495665972026,-63.673175324479345,highway,100
property damage only,clear,dry,daylight,44.65197299549961,-63.61478616325228,primary,60
non-fatal injury,clear,dry,daylight,44.685655176419374,-63.57602319087767,tertiary,50
property damage only,clear,dry,daylight,44.77960901290625,-63.68435463360837,secondary,60
property damage only,clear,wet,daylight,44.68161756088305,-63.66778056905928,secondary,50
property damage only,clear,dry,daylight,44.65534468616926,-63.582975227824754,primary,50
property damage only,clear,dry,daylight,44.79813678878015,-63.73207549282595,residential,40
property damage only,clear,dry,daylight,44.759385322098694,-63.68210687133648,tertiary,50
property damage only,clear,dry,daylight,44.69654695821246,-63.8645309893341,primary,70
property damage only,clear,dry,daylight,44.79592136890367,-63.726573025205965,residential,40
non-fatal injury,clear,dry,dusk,44.71246537045755,-63.62873291088237,residential,40
non-fatal injury,clear,dry,daylight,44.64858344146049,-63.57773697260008,tertiary,50
property damage only,clear,dry,daylight,44.699951629720886,-63.669972965248625,residential,40
property damage only,clear,dry,daylight,44.73408353944147,-63.78522052782023,secondary,60
property damage only,overcast,dry,daylight,44.66273488758053,-63.62236744062975,primary,60
property damage only,clear,dry,daylight,44.66123131592164,-63.49130682984844,residential,40
property damage only,clear,dry,daylight,44.71909729204248,-63.684044971404674,residential,40
property damage only,clear,dry,daylight,44.677745881364615,-63.585887301615315,residential,40
property damage only,clear,dry,daylight,44.61163345213975,-63.612986699790845,residential,40
property damage only,clear,dry,daylight,44.69968529742402,-63.60817198827018,residential,40
property damage only,clear,dry,daylight,44.6279116695888,-63.56737099054777,residential,50
property damage only,clear,dry,daylight,44.67389170252998,-63.61017311954586,primary,70
property damage only,clear,dry,daylight,44.69754913798329,-63.49500907092663,residential,40
property damage only,clear,dry,daylight,44.698250269480766,-63.49317225994123,tertiary,50
property damage only,clear,dry,daylight,44.859377533066606,-63.662997347830625,residential,40
property damage only,clear,dry,daylight,44.684078379645335,-63.67490056610173,secondary,50
property damage only,clear,dry,daylight,44.91724379723102,-62.3097819296849,residential,40
property damage only,clear,dry,daylight,44.67079877417743,-63.508255048111046,secondary,60
non-fatal injury,clear,dry,daylight,44.6464867549157,-63.59336588935312,primary,60
property damage only,clear,dry,daylight,44.7678841457538,-63.66675188196131,secondary,60
property damage only,clear,dry,daylight,44.697839076452055,-63.69211234141388,residential,40
property damage only,clear,dry,daylight,44.62757085588636,-63.61911728184832,residential,40
property damage only,clear,dry,daylight,44.64169133518053,-63.61993574622941,primary,60
non-fatal injury,clear,dry,daylight,44.63592817780047,-63.62187909893768,secondary,50
property damage only,clear,dry,daylight,44.660363847196344,-63.6196806072731,primary,50
property damage only,clear,dry,daylight,44.59034962097975,-63.59459599806884,residential,50
property damage only,clear,dry,daylight,44.66630139232418,-63.63678655912164,primary,50
property damage only,clear,dry,daylight,44.67536723007478,-63.61369608568457,residential,50
property damage only,clear,dry,daylight,44.659192962255545,-63.602968082476714,secondary,50
property damage only,clear,dry,daylight,44.641852412226825,-63.620113995671296,primary,30
property damage only,clear,dry,daylight,44.70722163056162,-63.58902491226377,secondary,50
property damage only,clear,dry,daylight,44.671986179265105,-63.53217295527024,residential,40
property damage only,clear,dry,dark,44.713179367769015,-63.71401025242407,secondary,50
property damage only,clear,dry,daylight,44.65258784872834,-63.62259942576684,primary,60
non-fatal injury,overcast,dry,daylight,44.70188759855102,-63.47827059841072,residential,40
property damage only,clear,dry,daylight,44.70799245222497,-63.58793444814258,secondary,50
property damage only,clear,dry,daylight,44.64947847024952,-63.483956143625775,tertiary,60
property damage only,clear,dry,daylight,44.648617637179925,-63.602480174956405,tertiary,50
non-fatal injury,overcast,dry,daylight,44.66611959558393,-63.637099939596474,primary,50
property damage only,clear,dry,daylight,44.64167251880536,-63.56997656302181,tertiary,50
property damage only,clear,dry,dawn,44.84064523504782,-63.65655726382,residential,40
property damage only,clear,dry,daylight,44.890548625027314,-63.46496425181368,residential,40
property damage only,clear,dry,daylight,44.66507074552083,-63.60990397254656,residential,40
property damage only,overcast,dry,daylight,44.707023762718805,-63.4222509468289,residential,40
property damage only,clear,dry,daylight,44.63578381455756,-63.63825568633592,secondary,50
property damage only,clear,dry,daylight,44.63630236962533,-63.5780689995199,residential,40
property damage only,clear,dry,daylight,44.65495665972026,-63.673175324479345,highway,100
property damage only,clear,dry,daylight,44.65826122350392,-63.61895187583592,residential,40
non-fatal injury,overcast,wet,daylight,44.62791136477526,-63.6974832417791,highway,110
property damage only,overcast,dry,daylight,44.644566641074746,-63.60074848104026,residential,40
non-fatal injury,clear,dry,dark,44.69158385226245,-63.37060978338234,residential,40
non-fatal injury,clear,dry,dusk,44.666142093499694,-63.56799609129582,tertiary,40
property damage only,clear,dry,daylight,44.65363558147547,-63.630177912716626,secondary,50
property damage only,overcast,dry,dark,44.51271481737586,-63.77820329679567,secondary,50
property damage only,clear,dry,daylight,44.71055111175818,-63.70232554058019,residential,40
non-fatal injury,clear,dry,daylight,44.706195656498494,-63.59244810957853,secondary,50
property damage only,clear,dry,dark,44.61705115016688,-63.66480916479463,residential,40
property damage only,clear,dry,daylight,44.65487747124152,-63.601889143578816,tertiary,50
non-fatal injury,overcast,dry,dark,44.8077955590056,-63.60108726953222,highway,100
property damage only,clear,dry,daylight,44.6379117783058,-63.59078196212405,residential,40
property damage only,clear,dry,dark,44.6351702024216,-63.63851373069596,secondary,80
non-fatal injury,clear,dry,daylight,44.566647447079795,-63.742011074030835,residential,40
property damage only,clear,dry,daylight,44.67635140238128,-63.648996374758816,residential,40
property damage only,clear,dry,daylight,44.69385888327941,-63.49897844534992,primary,60
property damage only,clear,dry,daylight,44.65065577794256,-63.58446685476676,residential,40
property damage only,clear,dry,daylight,44.8038659889912,-63.60024983767895,highway,100
non-fatal injury,clear,dry,dusk,44.877907366661674,-63.600538020754165,residential,40
property damage only,clear,dry,daylight,44.69214811467992,-63.58092119513707,highway,100
property damage only,clear,dry,daylight,44.671005660228026,-63.53201259151173,tertiary,50
property damage only,clear,dry,daylight,44.62073923094455,-63.61721694781587,secondary,50
property damage only,clear,dry,daylight,44.6455496220175,-63.56876610114033,residential,40
property damage only,clear,dry,daylight,44.64570050331836,-63.58347131307227,tertiary,50
property damage only,rain,wet,dark,44.68961471217616,-63.58165306672983,residential,40
property damage only,clear,dry,daylight,44.77464136393252,-63.583517034537465,secondary,50
non-fatal injury,clear,dry,daylight,44.666353340090154,-63.54117890348632,residential,40
property damage only,clear,dry,daylight,44.66724493188475,-63.54677568049067,secondary,50
non-fatal injury,clear,dry,daylight,44.64027626753696,-63.61357823273766,residential,40
property damage only,clear,dry,daylight,44.65198055745498,-63.584190089702474,tertiary,40
non-fatal injury,clear,dry,daylight,44.65065577794256,-63.58446685476676,residential,40
property damage only,clear,dry,daylight,44.6476931677384,-63.57217936489639,tertiary,50
property damage only,clear,dry,daylight,44.68106340310843,-63.53925907950708,tertiary,50
non-fatal injury,clear,dry,daylight,44.69807556875438,-63.69171126210987,secondary,50
property damage only,clear,dry,daylight,44.65405590555552,-63.64678014420271,residential,40
property damage only,clear,dry,daylight,44.69181880488741,-63.50433722491259,primary,60
property damage only,clear,dry,daylight,44.66314204061425,-63.63183243846168,primary,50
property damage only,clear,dry,daylight,44.65542385896227,-63.58860120347668,residential,40
non-fatal injury,clear,dry,daylight,44.65571550401631,-63.593132069889336,residential,40
non-fatal injury,clear,dry,daylight,44.78270710324295,-63.69160878837173,secondary,50
non-fatal injury,clear,dry,daylight,44.74106258503254,-63.74732058857543,residential,40
property damage only,clear,dry,dark,44.634182998814126,-63.681596748073744,residential,40
property damage only,clear,dry,daylight,44.74992306382299,-63.65141094954395,highway,100
property damage only,clear,dry,daylight,44.6561171195038,-63.66718512277348,residential,40
property damage only,overcast,dry,daylight,44.71842107383805,-63.70639799092485,residential,40
property damage only,clear,dry,dawn,44.776976967377664,-63.67737212117659,residential,40
property damage only,clear,dry,daylight,44.63823785191627,-63.66415582707767,residential,40
non-fatal injury,clear,dry,daylight,44.67717873854028,-63.82241682366304,primary,70
property damage only,clear,dry,dusk,44.680656950044586,-63.5201390515899,tertiary,50
non-fatal injury,clear,dry,daylight,44.6307870249245,-63.618697614812085,secondary,50
non-fatal injury,fog,wet,dawn,44.632896353746986,-63.52266244457703,residential,40
property damage only,clear,dry,daylight,44.6364926928018,-63.58489204154041,secondary,50
property damage only,clear,dry,daylight,44.72688716756347,-63.70285152386871,tertiary,50
property damage only,clear,dry,daylight,44.63770446540872,-63.573165536379264,residential,40
property damage only,rain,wet,daylight,44.81694729859651,-63.61192022188351,residential,40
property damage only,clear,dry,daylight,44.65971181129165,-63.63025634219077,residential,40
property damage only,clear,dry,daylight,44.65131112408767,-63.64021681591461,residential,40
property damage only,clear,dry,daylight,44.6810433162157,-63.58714448688061,primary,50
property damage only,overcast,dry,daylight,44.646785707534626,-63.586029542160006,tertiary,50
non-fatal injury,clear,dry,daylight,44.839578802695755,-63.801088775011486,highway,110
property damage only,clear,dry,daylight,44.65396564258564,-63.58153623255468,tertiary,50
property damage only,rain,wet,daylight,44.59425922928517,-63.63913651088899,residential,40
property damage only,clear,dry,daylight,44.78066538393181,-63.69279782849785,secondary,50
property damage only,overcast,dry,daylight,44.65252255350902,-63.599468526635576,tertiary,50
non-fatal injury,overcast,dry,daylight,44.66120479014012,-63.60556214385081,residential,40
fatal,rain,wet,dark,44.71293070318031,-63.67800069879823,residential,40
property damage only,clear,dry,daylight,44.63904543808064,-63.5821437143512,tertiary,50
property damage only,rain,wet,daylight,44.68980804729862,-63.53280306723879,residential,40
property damage only,overcast,dry,daylight,44.698866685021635,-63.60466714010559,residential,40
property damage only,overcast,dry,dusk,44.73155205504202,-63.657216119712686,residential,40
property damage only,clear,dry,dawn,44.74772257684666,-63.65367272894571,highway,100
property damage only,clear,dry,dark,44.64738971260279,-63.57345006995255,residential,40
non-fatal injury,rain,wet,dark,44.70799245222497,-63.58793444814258,secondary,50
property damage only,clear,dry,daylight,44.75014557797302,-63.74046416084758,secondary,50
property damage only,clear,dry,daylight,44.66027959755631,-63.63501780856626,secondary,50
non-fatal injury,clear,dry,daylight,44.65129441313296,-63.596756988068606,residential,40
property damage only,clear,dry,daylight,44.66518479789217,-63.61549345057504,residential,40
property damage only,clear,dry,daylight,44.65297168033519,-63.580492116249886,residential,40
property damage only,clear,dry,daylight,44.69879713010878,-63.567343369876696,residential,20
property damage only,clear,dry,daylight,44.73398820929466,-63.774130468840376,secondary,60
non-fatal injury,clear,dry,daylight,44.66184239062044,-63.60585890106167,residential,40
property damage only,clear,dry,daylight,44.650121251903045,-63.60754028784911,residential,40
non-fatal injury,clear,dry,daylight,44.64051152681598,-63.62497950507224,residential,40
property damage only,clear,dry,daylight,44.65220416975107,-63.5983806303671,primary,60
property damage only,clear,dry,dark,44.6658073165936,-63.65569068439599,residential,40
property damage only,clear,dry,daylight,44.806984070572206,-63.71100618242928,residential,50
property damage only,clear,dry,dusk,44.64878257698396,-63.67442806746538,residential,40
property damage only,clear,dry,daylight,44.66273488758053,-63.62236744062975,primary,60
property damage only,clear,dry,dark,44.63693772559817,-63.58059700993436,residential,40
property damage only,clear,dry,daylight,44.629869778589175,-63.621827007930406,residential,40
property damage only,clear,dry,dark,44.65252829715107,-63.5897195958875,residential,40
property damage only,clear,dry,daylight,44.88033414083704,-63.601259651424954,residential,40
property damage only,clear,dry,dark,44.64493003196433,-63.59840672661509,residential,40
property damage only,clear,dry,dark,44.744466446887174,-63.65633925117338,highway,100
non-fatal injury,clear,dry,daylight,44.86372087392424,-63.53326556628547,residential,40
property damage only,clear,dry,daylight,44.64173798316329,-63.57128859733045,secondary,50
non-fatal injury,clear,dry,daylight,44.67080171349224,-63.49112274418179,residential,40
property damage only,clear,dry,daylight,44.652049710384375,-63.6304381976809,secondary,50
property damage only,clear,dry,daylight,44.64095302697944,-63.56802767372866,residential,40
property damage only,clear,dry,daylight,44.65197299549961,-63.61478616325228,primary,60
property damage only,clear,dry,daylight,44.71171825454842,-63.87721744091659,primary,70
non-fatal injury,clear,dry,daylight,44.81816766496313,-63.61265406248739,secondary,60
property damage only,clear,dry,daylight,44.67546228047833,-63.5905451465506,residential,40
non-fatal injury,clear,dry,daylight,44.72744274777764,-63.66571884626588,residential,40
non-fatal injury,clear,dry,daylight,44.68739987422984,-63.543318235684225,residential,40
property damage only,clear,dry,dawn,44.632592116485384,-63.66125472831372,primary,70
property damage only,clear,dry,daylight,44.65282293774103,-63.57964563157705,residential,40
property damage only,clear,dry,daylight,44.68763636442839,-63.68213499836314,secondary,50
property damage only,clear,dry,daylight,44.65877123880976,-63.60099604590966,residential,40
property damage only,clear,dry,daylight,44.67767636692115,-63.829540040003806,primary,70
property damage only,clear,dry,daylight,44.7605681905291,-63.65849264636143,residential,40
property damage only,clear,dry,daylight,44.67180120625304,-63.52545951325471,secondary,50
property damage only,overcast,dry,daylight,44.67279176741495,-63.53123410640198,tertiary,50
property damage only,clear,dry,daylight,44.64704991794822,-63.57478345644145,tertiary,50
property damage only,clear,dry,dark,44.71388773568022,-63.67753211567357,primary,50
non-fatal injury,rain,wet,daylight,44.72516951780269,-63.39543548769971,residential,40
property damage only,overcast,dry,daylight,44.704043338005064,-63.858911690710286,primary,70
property damage only,overcast,dry,daylight,44.758749553302934,-63.65852252912905,residential,40
property damage only,rain,wet,daylight,44.65363558147547,-63.630177912716626,secondary,50
